-10.0,-9.5,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.004492487626545863-0.004497582993848094j),(0.004492487626545863-0.004497582993848094j),(0.004268682568620304-0.005923089146933181j),(0.007306676938571271-0.00954851204941493j),(0.005467475318175969-0.0075462698999233125j),(0.011614917261462859-0.015665783136541583j),(0.00443094677702461-0.007189404351657568j),(0.016907902622989364-0.02048827647818668j),(0.003718506746311712-0.008944650101423708j),(0.018781423463925927-0.025239908989636975j),(0.0024251986268494044-0.01170957295698268j),(0.0221136483801538-0.04168101946685326j),(0.005945120298013959-0.01783568824847612j),(0.0491753896741483-0.06075063253745548j),(0.013118051264801782-0.016507565277826538j),(0.08010955808986336-0.04622801700982638j),(0.006820358001186053-0.011565284529143785j),(0.049440267692570136-0.03915324553787888j),(0.008832562528882404-0.01124389990065483j),(0.059819272952097866-0.034638726756039705j),(0.07571275527180342+0.003946573077793273j),(0.18215493662665633+0.4994972402934551j),0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.004680601408163117-0.0037877177597550886j),(0.004680601408163117-0.0037877177597550886j),(0.0044113134056642635-0.004841317022993912j),(0.007506039113113636-0.00777894661853912j),(0.004967457739436682-0.006064170673132241j),(0.01050891927012584-0.013021435398042517j),(0.0034255472416742892-0.006782068348795362j),(0.015037065331064196-0.019393873940242855j),(0.0040703181019474555-0.008554498794954105j),(0.021023996675939297-0.023001482970284703j),(0.0033250430470792335-0.008438549790749638j),(0.0228989444316977-0.027296957085477323j),(0.0022595131008459903-0.012663357182791882j),(0.028093777698723264-0.043878500535468434j),(0.0069472848543202185-0.017556720869174078j),(0.05903890441167632-0.06016941519012453j),(0.013401815135734458-0.01554041513253134j),(0.08977007996892533-0.03948138322821284j),(0.00793632760737804-0.011406878504344232j),(0.05604462807631957-0.03495248092781602j),(0.009239613798760492-0.00999520351569008j),(0.06609126468889602-0.028381446284762222j),(0.06966945267692248+0.013224253575967924j),(0.11248549682572202+0.4862729204630663j),0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,(0.004697631659529226-0.0031672974310641483j),(0.004697631659529226-0.0031672974310641483j),(0.0045645714261635046-0.004134872798129906j),(0.007808441719216746-0.006582971004136459j),(0.005030864524381181-0.004888427074267734j),(0.01067336862192758-0.010526477151073538j),(0.0027846322965719397-0.005711562972815133j),(0.013331072614284867-0.01622659846441987j),(0.003168989293583073-0.008051803117694491j),(0.018579612693571584-0.021939996644062855j),(0.0035657763925677393-0.008281294044785002j),(0.02493252636621794-0.024766909536641277j),(0.0029785176017682814-0.009477751673674203j),(0.02700184781453259-0.028339401591162845j),(0.0027854285667315622-0.012587641039256841j),(0.03404694506966211-0.044963639528218115j),(0.007463040151492083-0.01748884326476426j),(0.06885507491925001-0.05737584898189761j),(0.014477186234785035-0.014876999549559818j),(0.09759031819407621-0.030740771850913784j),(0.00833244855788118-0.010389075388761954j),(0.06198108394185718-0.029540738114470517j),(0.009902912156370586-0.009567841427024748j),(0.07099156036112626-0.020764271553248583j),(0.06349073436095994+0.019659295401450554j),(0.04899480199778105+0.4666135740349416j),0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,(0.004629376632021732-0.0025019702228600443j),(0.004629376632021732-0.0025019702228600443j),(0.004527067847685535-0.0035037416344992677j),(0.007798760774802535-0.005547330623222203j),(0.005061559756759054-0.004142787407514676j),(0.010982038965402296-0.008882583550610314j),(0.0028281915908836097-0.00489172992533016j),(0.01335349664228133-0.01320334798721009j),(0.0026973962808570107-0.006931418251097348j),(0.016287243405207763-0.018439607807779514j),(0.002526383547048348-0.007996177529085425j),(0.021885780000386008-0.023909048383822976j),(0.0032891032797265005-0.00926195991993489j),(0.028719521273524555-0.025573009710279464j),(0.003250319598594885-0.009469822251928144j),(0.030860786826104828-0.028788805661155267j),(0.0028909163860370794-0.01311365947128067j),(0.040208827025785966-0.04482264812045412j),(0.008639028198165815-0.01721496207229605j),(0.0777549036761112-0.052608064652765796j),(0.015185360323083694-0.013593464763336434j),(0.10384916550866477-0.0205563413356311j),(0.009020609474108248-0.010048020632343897j),(0.06675390398433198-0.02286158609550097j),(0.01060767634195088-0.008329330016869111j),(0.07454337485651205-0.012415580479906083j),(0.057105323530013706+0.02609379985985861j),(-0.00811049453402174+0.4405197310315523j),0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,(0.004550794504232499-0.001842150028128424j),(0.004550794504232499-0.001842150028128424j),(0.0044332487569003-0.002812688420217059j),(0.007650663232649761-0.004415552339609918j),(0.0048966175117266105-0.0034536057290200746j),(0.010848155310128007-0.00745212677853259j),(0.0029235479370094725-0.0044919859710365094j),(0.013636922322686268-0.011272342923267143j),(0.002872032699200144-0.006091507776616127j),(0.016078363835651747-0.01501125353898715j),(0.0019746854813830175-0.007008897641182271j),(0.018947353463340373-0.020254799879002788j),(0.0023974103081962745-0.008950993782018359j),(0.02518446026632874-0.025061066186881437j),(0.003410577950958446-0.00934661902328321j),(0.03218188163622312-0.025886300809768784j),(0.003144928012537673-0.010052095355631679j),(0.03471566010831781-0.02850076715264544j),(0.0037369775267898195-0.013240244746433474j),(0.046072976159836805-0.04356886201495377j),(0.009509527137029013-0.01674628205615907j),(0.08587491147981435-0.04625137656727552j),(0.01600170455384791-0.012584790771238254j),(0.1080608614951691-0.009076023094065326j),(0.00971381479931702-0.009000391261606205j),(0.07035002875753824-0.01549722083041533j),(0.010969556183141842-0.007488230761755333j),(0.07664645422199562-0.0033288428208039043j),(0.04999325954021379+0.030648720185738103j),(-0.058103713682461394+0.4098709690641963j),0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,(0.004437591132932103-0.0012440831007364983j),(0.004437591132932103-0.0012440831007364983j),(0.00435414825509402-0.002141311286672496j),(0.007505053835486965-0.0032925261603797503j),(0.004711324188806294-0.0027035525469253584j),(0.010547686112771036-0.0058747777373962j),(0.0028685766043739605-0.004121394300845183j),(0.013391431376077841-0.009606867164833085j),(0.0030536919743314214-0.005636382381561634j),(0.016251152094955857-0.012831602080137462j),(0.002143616484902967-0.00628971317767028j),(0.018437024083933582-0.01654892224873201j),(0.0019583652055576643-0.007945113399892408j),(0.021628459623647935-0.02145423136503334j),(0.0023824048684629056-0.009094743868423969j),(0.028234660404053796-0.025790764042281613j),(0.0033761812142006106-0.009937617796711727j),(0.035587593745625264-0.025552510983757982j),(0.0036987183691235387-0.010252187632085047j),(0.038252712108507246-0.02764666294932481j),(0.004204337891697174-0.013357570608462689j),(0.05180205772360013-0.04136287279033222j),(0.01071369432275846-0.01624313647420001j),(0.09275744787904258-0.038336274984849386j),(0.016777977439676506-0.011125910110856818j),(0.11027141679169009+0.0029929486011339634j),(0.010162577154880548-0.008281492526363418j),(0.07271522439220345-0.007421885131466571j),(0.011589379391771855-0.006322092693749085j),(0.07715880508206671+0.005980593277083546j),(0.0433230561780065+0.03441377845278025j),(-0.10142673266897359+0.3754571623976611j),0j,0j,0j,0j
0j,0j,0j,0j,(0.004261199097990701-0.0007042852292085964j),(0.004261199097990701-0.0007042852292085964j),(0.00424191065422403-0.0015456251408134587j),(0.007306785649725033-0.0022850234501387424j),(0.004561845773613252-0.0019996911659692328j),(0.010275885870887902-0.004323439803243092j),(0.0028350795713853755-0.0036457249603619128j),(0.012970645919896905-0.007732648570393079j),(0.003084556403282983-0.005169750808545832j),(0.015843179265433133-0.010956253963027662j),(0.0023403291783862163-0.005960621893619056j),(0.018455447388401568-0.014219361422558767j),(0.0021970718251165663-0.007177881905400295j),(0.020766584522956096-0.017589280165644396j),(0.001857990080105155-0.008110190509683975j),(0.02411098854996312-0.022344424509191288j),(0.002426567724533264-0.009746399908463495j),(0.03131154198191251-0.025966471087865838j),(0.0037970986790531753-0.010133988839230485j),(0.038653935960080245-0.024754499021474485j),(0.003930285471364832-0.01046673993854533j),(0.041705087766795025-0.026294593680152294j),(0.00515163114769677-0.01342989288416974j),(0.057098712707713155-0.0381503853997161j),(0.011765206342678029-0.015420276085526962j),(0.0983368845415279-0.029357906864283582j),(0.01736583318257157-0.009741327181742847j),(0.11046945734335233+0.015499054773485075j),(0.010810309519355058-0.007254500511447474j),(0.0736935490535617+0.0009264233775181742j),(0.01179447300967832-0.005162089791492081j),(0.07624292108217252+0.015353454782660916j),(0.036254907754515196+0.037083642236411106j),(-0.1376816009006731+0.3383734925859605j),0j,0j,0j
0j,0j,0j,(0.0040306783086678085-0.00020958314478264776j),(0.0040306783086678085-0.00020958314478264776j),(0.004063617926469124-0.0010084600869798405j),(0.006999145083210491-0.001380496962957829j),(0.004378214718441391-0.0013912082956726536j),(0.009936258247644372-0.0029501910231429984j),(0.002875743460680022-0.0031745065362467624j),(0.012624102177320498-0.005878947505738862j),(0.0031452640705266523-0.0045922224127187255j),(0.015256015307788398-0.008828981762156842j),(0.002394540295275211-0.005599379022820929j),(0.017862843928007622-0.012231143858962118j),(0.002443500627742309-0.00676955627568015j),(0.020594867859336376-0.015159593687908113j),(0.002049572880553588-0.007378706941806978j),(0.022890607553251976-0.018408373379417448j),(0.0019293940053303857-0.008776092652235739j),(0.026646504904119357-0.022807391975425063j),(0.0027537684787836253-0.009947734358139308j),(0.034157587421380003-0.025719859424548634j),(0.004037606955966425-0.01040888610499663j),(0.04162438874833331-0.023549765807355703j),(0.004574278700416034-0.010633484876864325j),(0.044876432124768655-0.024405593045287482j),(0.005921596816829834-0.01323319766483551j),(0.06195681867800933-0.034173928762696475j),(0.012886009393373957-0.01458201435114757j),(0.10249152913028507-0.019402927101299376j),(0.017944473361252548-0.008140723661833922j),(0.10862103185820919+0.027909571184474253j),(0.011129990708768429-0.006231561105603218j),(0.07343341950735194+0.009402627887643577j),(0.012122847339398168-0.004003263845641883j),(0.07380829140406557+0.024493966831214915j),(0.029650111787916725+0.038682943746488896j),(-0.16733167204597119+0.29969053176080807j),0j,0j
0j,0j,(0.0037645019700920817+0.00023514983638666772j),(0.0037645019700920817+0.00023514983638666772j),(0.003835046279984778-0.0005140227875736993j),(0.006601421896877751-0.0005521063908212445j),(0.004128561299524126-0.0008471376415651451j),(0.009446280149234522-0.0017262899354553087j),(0.002908224441704399-0.0027586203959653103j),(0.012216202576383933-0.004243315469961707j),(0.0032666975156475596-0.004026347179803198j),(0.014777452909171616-0.006724124593576662j),(0.002500525861920698-0.005105137081076664j),(0.01709850102953436-0.009947343114678611j),(0.0025429514564285377-0.006317490297236824j),(0.019805777530546145-0.013103685727091507j),(0.0022487394836168337-0.007018159954825144j),(0.022512308355177778-0.015931659035843995j),(0.0021451558550762573-0.008008641042998407j),(0.025038033634426644-0.01887886118057121j),(0.002170812838861801-0.008971951621780458j),(0.02902926692779371-0.02294126389979263j),(0.0029920926883338747-0.010320730055279361j),(0.03697976557765721-0.025100014057536153j),(0.004593566304465271-0.01054908025870369j),(0.04433336374093164-0.02190945385292911j),(0.005084132371755986-0.010599298533164422j),(0.04784735716610548-0.022126983340281355j),(0.006875375269549353-0.013074449212948779j),(0.06626870798012664-0.02939527440070427j),(0.013930320873599328-0.013454437007752654j),(0.1050966145684442-0.008868091052124367j),(0.01827512326767406-0.006494474397514439j),(0.10493182005483559+0.03997343104609663j),(0.011543956966104787-0.0051713193867025135j),(0.0718413486750586+0.017767411241651154j),(0.012176790373642239-0.0027078469141395877j),(0.0700662950099697+0.03314096719465866j),(0.023140970236547317+0.039552060625423116j),(-0.1904726040523914+0.26013845741587505j),0j
0j,(0.0034712283875714513+0.0006210974908356821j),(0.0034712283875714513+0.0006210974908356821j),(0.0035761692574950146-7.175595892453736e-05j),(0.0061483446779833015+0.00018951139202131082j),(0.0038368261893856163-0.00035153040920283933j),(0.008840303946155002-0.0006116519533696472j),(0.002891092057880325-0.0023644419922999125j),(0.01163465862607378-0.0027830075234107016j),(0.0033570501944091406-0.0035126670001468093j),(0.01424160346501782-0.004873911525793922j),(0.0026863729647884733-0.004612138398219755j),(0.016488985623505738-0.007681928813422729j),(0.0026870337523984436-0.005739566472837321j),(0.01884906207801925-0.01071872308986757j),(0.002306055632726158-0.0066034696724722106j),(0.021520267984194597-0.013852943052337696j),(0.002371415153576344-0.0075995488022405685j),(0.024427594172780173-0.01639605401612954j),(0.0023125639690865117-0.008200434710448517j),(0.027043746094998836-0.019098802174271356j),(0.002368717031923075-0.009378899153080704j),(0.03143101694215458-0.02276971530648244j),(0.0034943889075692287-0.010484023512435124j),(0.03963825397261268-0.024072747232976224j),(0.005053298050450004-0.010588175306990851j),(0.046872633592501246-0.01995853027545304j),(0.00575945313495801-0.010586679367407691j),(0.05055825942920536-0.01938667885325818j),(0.007801598143457962-0.012631393886200345j),(0.06993736853955207-0.02400807257897518j),(0.014879995462674057-0.01227601039325754j),(0.1061900444203686+0.0020534771577078296j),(0.01851801792355592-0.004785541464112919j),(0.09945101272710105+0.05136892318260022j),(0.01172724988621428-0.003995027511565062j),(0.06908592550055874+0.02578656946654722j),(0.012168631630768754-0.0015202989469835044j),(0.0650731327662549+0.041144063562168716j),(0.0170394286284894+0.03947408788853339j),(-0.20751199365907932+0.22066436225142885j)
