,-10.0,-9.5,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0
5.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.00802667328319907+0.003277345382230657j),(0.00802667328319907+0.003277345382230657j),(0.012587500285008699-0.0064913004514956865j),(0.01754976888268142-5.6224987444815485e-05j),(0.02134782112730458-0.013709340289340196j),(0.03241325894162859-0.0038055270496355005j),(0.02680228296887198-0.02184379242323008j),(0.051071341405893776-0.012692147990142112j),(0.034315864789298926-0.02530997610572718j),(0.07188703469808681-0.0157390107526233j),(0.044605147634850406-0.03005948509731323j),(0.09005544370150287-0.018483761516167686j),(0.04662228308706214-0.021695097652611902j),(0.09739414475405793-0.006171436304833723j),(0.03679143740161477-0.0064766080776983625j),(0.0761123752527547+0.005710371829492919j),(0.024621496720215755+0.00021631290074357974j),(0.04863380024484759+0.017819024038734917j),(0.00669274039085601+0.006131321679938448j),(0.012707068779402218+0.018023770325785383j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
5.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.006262987907965367+0.001824508819698523j),(0.006262987907965367+0.001824508819698523j),(0.008813065716063028-0.007115814196816193j),(0.015311384692964669+0.001345539025948944j),(0.01797583703118667-0.009557769298038211j),(0.027342847584586105-0.002441614348611299j),(0.024049734190781522-0.018710936263941276j),(0.042318817825788994-0.004877203508954846j),(0.028834921559620807-0.023137868164128557j),(0.05977241148956381-0.007028080959940766j),(0.038951295552252706-0.032086539446217074j),(0.07782163604230716-0.010602551135779688j),(0.04328189690975806-0.02136810029971847j),(0.08859927555549185-0.013412884399426376j),(0.04123687480268681-0.014261830161388166j),(0.08808988947363468+0.0013576618446089783j),(0.027739163000391604-0.006970580040054815j),(0.06426753610524262+0.012233409589995548j),(0.01846573827839928+0.0011239018745729328j),(0.03484757282372156+0.019077342386723338j),(0.003432077830520682+0.008046833353697802j),(0.009274973553287153+0.009976945407841073j),0j,0j,0j,0j,0j,0j,0j,0j,0j
6.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.004502530552680817+0.0027978215871483953j),(0.004502530552680817+0.0027978215871483953j),(0.008074708806050697-0.002696853731866436j),(0.01025635185408856+0.0014403872656322814j),(0.014634584681998825-0.0068720676755194745j),(0.02600997040339686+0.0016555622266797598j),(0.0190789221265216-0.012724518438746344j),(0.03474051141850682-0.006630215328885981j),(0.02439779466007655-0.016889351091196013j),(0.04688656001054849-0.008005474319670414j),(0.035297426980214305-0.023412464999385568j),(0.06387612282541634-0.011383226802508247j),(0.04070793699160847-0.022304423414461698j),(0.0805896415795727-0.008070220906063044j),(0.03778830943172817-0.017445026825741335j),(0.08099428943054451-0.00784649507184037j),(0.031755219392001446-0.009591210968229588j),(0.07685515503148212+0.004552642341655275j),(0.025944020622400487-0.002878025812398958j),(0.046379326831679925+0.01268164634664653j),(0.013239328668251806+0.007749907843581709j),(0.024308816573486353+0.016243993247726227j),(0.002175105106173894+0.002309402147555256j),(0.0070997226445582325+0.007667487784654946j),0j,0j,0j,0j,0j,0j,0j,0j
6.5,0j,0j,0j,0j,0j,0j,0j,0j,(0.002466579590247501+0.0035220909946541566j),(0.002466579590247501+0.0035220909946541566j),(0.006211880866268557-0.0008964838631779325j),(0.008723595625237019+0.0009434416364337262j),(0.0129649254161303-0.003927959655168737j),(0.016628749602103667+0.0010254382780289961j),(0.020501936523558813-0.007818513699444436j),(0.03213296386074542-0.0031384557136830927j),(0.023442713413984923-0.012790069218260385j),(0.04145750322802582-0.009356782093728496j),(0.029868905037338946-0.020361571906461443j),(0.05346901773248078-0.014210250251269218j),(0.03369082808204774-0.019611145664264796j),(0.06955530053976784-0.013094184313468201j),(0.03630269507714793-0.01931495155165662j),(0.07810837494592093-0.004178694069541645j),(0.037905478180994656-0.014440074305256637j),(0.0697000893798122-0.000863689302557672j),(0.03271122784143136-0.007125039126221182j),(0.06711057644425164+0.007938962591348901j),(0.020543849117131262+0.002525252922261798j),(0.03713312900183555+0.0152826773870913j),(0.00918884350747483+0.00391509182903225j),(0.01654422303636831+0.013397811806121806j),(0.0027156402478543855+0.0015132244033833615j),(0.004384001663776359+0.0061542308931580685j),0j,0j,0j,0j,0j,0j,0j
7.0,0j,0j,0j,0j,0j,0j,0j,(0.0019634796906363447+0.001973643845451639j),(0.0019634796906363447+0.001973643845451639j),(0.005563681847331611-0.00041191763180777855j),(0.005676898827929479+0.003348778882214882j),(0.008002615913664642-0.002727684837591959j),(0.015709799734805865+0.0012390827150223626j),(0.015868593467398034-0.007108275681616849j),(0.023734434240960164-0.0024072543433213403j),(0.019773704208616908-0.011453135344250711j),(0.038035262041151326-0.006767634172363435j),(0.02643133511264823-0.019354533288258553j),(0.04991485205491216-0.011464436972157805j),(0.030520849941985166-0.019492967228383024j),(0.059653442228774-0.014461774391594183j),(0.03350229740245801-0.020057423510748015j),(0.07164991514348218-0.011676824836509137j),(0.03506624415149157-0.017231669667968717j),(0.0745392596815924-0.0022092869607878898j),(0.035672974990376125-0.009786392457948994j),(0.05944676399729096+0.002226488067443796j),(0.025143253966892556-0.0007323666990840784j),(0.05194642061138075+0.00918061120666842j),(0.014265847562931519+0.0022547543152754107j),(0.02940295047255332+0.016090288524411793j),(0.006650261581664268+0.003149509641402683j),(0.01162853040466521+0.011101528433447867j),(0.0014925906194715652+0.0014373970310597398j),(0.0028913488479882956+0.004716821504706144j),0j,0j,0j,0j,0j,0j
7.5,0j,0j,0j,0j,0j,0j,(0.0010771267863987604+0.0016789426042496424j),(0.0010771267863987604+0.0016789426042496424j),(0.003926457051033827+0.0003477931900347518j),(0.004654857061210287+0.0014942992155522823j),(0.0064474066840722296-0.0016230192643763499j),(0.009689267477163909+0.0033177865239100166j),(0.015182945987535041-0.003865961944775297j),(0.02183917912584673-0.0008271853789251793j),(0.018597037796416863-0.00792255729617804j),(0.03006087379677416-0.005117912460985485j),(0.02524612183807427-0.013908395192114053j),(0.04497608461708161-0.009898339670272876j),(0.03081634162074705-0.01759899385818373j),(0.053100281303511104-0.010829159878620973j),(0.03147085060793995-0.019675485106630888j),(0.061045265175224926-0.013278774707055092j),(0.03360639386733256-0.019969668449987286j),(0.07058205076821807-0.010754929571855627j),(0.0356666615506405-0.013254843259422631j),(0.06781620970280286+0.00030837678669583295j),(0.02871056262602492-0.005657139882973083j),(0.0552141092694153+0.005633838102991548j),(0.020905040195302173-0.0009902258608521822j),(0.04261160459008766+0.010442996096580327j),(0.01298365252547647+0.00421643579620793j),(0.020813861641591935+0.013173236104660948j),(0.00358849958328244+0.0023657155600562345j),(0.009293634351786996+0.009271379165697254j),(0.0007493017270124167+0.0019222568637561714j),(0.0021420436098474717+0.00279456596598784j),0j,0j,0j,0j,0j
8.0,0j,0j,0j,0j,0j,(0.0003798791996264761+0.0015787344254056947j),(0.0003798791996264761+0.0015787344254056947j),(0.002807132599362344+0.0007811107986939217j),(0.003346286596372348+0.0014622168994972678j),(0.0049943772347615855-0.0013587939902737643j),(0.007588162576512003+0.0014851130616410128j),(0.010850070022283812-0.002751278769739064j),(0.01742903957808786+0.002563144823525827j),(0.015640450835905408-0.0065725055848164906j),(0.02811717346835784-0.001468381670759463j),(0.022993475414884754-0.012088420705961743j),(0.0368137406417609-0.007999619285104658j),(0.026138287287521492-0.016572193864582842j),(0.05116040983423878-0.011596922910184541j),(0.030656942749623866-0.018976967936710235j),(0.05476020879935796-0.01134017147565387j),(0.03083125628890561-0.021565235011359717j),(0.06272629147288511-0.011558229217253973j),(0.03413766970012427-0.0178386617869319j),(0.07002206162252292-0.008335988574031516j),(0.028102012797215623-0.010041444058936061j),(0.061884116748538276+0.002658956017763281j),(0.02374087813332695-0.004687624432222205j),(0.046422925050013435+0.00586981512133349j),(0.016928164291212064-0.0013488343224483483j),(0.03547544902648702+0.012878012419838636j),(0.007903586978686828+0.003245637005093593j),(0.015457721149238393+0.011511591347478669j),(0.003679936911007303+0.0024035284249584515j),(0.0064103697883331895+0.008203052740413344j),(0.0008974575338684343+0.0005286289158032557j),(0.0012446051412061754+0.0022659424686821824j),0j,0j,0j,0j
8.5,0j,0j,0j,0j,(0.00013068561402457306+0.0012709105767550763j),(0.00013068561402457306+0.0012709105767550763j),(0.0029380774113171595+0.0008111030757153701j),(0.001756876103336423+0.001977231347739356j),(0.003365698588957423-0.0006878851785838377j),(0.006488377921638783+0.0017976070091271605j),(0.00910980145648753-0.002694065876286529j),(0.012847227978189966+0.0018811059623239118j),(0.012801428618889207-0.005412976382521856j),(0.02264675947440743+0.0007149499575104752j),(0.020169555446430728-0.00871526484922899j),(0.033522634514391164-0.004969550587757686j),(0.02193250322075688-0.01646406248437545j),(0.04375173134959973-0.00806998409686806j),(0.027905604790570054-0.017380429889847417j),(0.054643090509389584-0.013037787224487996j),(0.0277383625374622-0.018707211716765426j),(0.058355297821131066-0.012823842390767105j),(0.03147916447894277-0.019103744258513786j),(0.06446407201344712-0.009105239698389337j),(0.031605671050726064-0.01390403638468968j),(0.06475490242882467-0.002823307043057903j),(0.02727137475665782-0.007748971793317322j),(0.055491641774106246+0.005172721889409351j),(0.018614834005372873-0.004468570483574656j),(0.04071610825898042+0.008468397753238883j),(0.012659797470518628-0.0003423239639653885j),(0.028319072536363364+0.013764133961970796j),(0.006627763312229486+0.002521462925848722j),(0.011586349339719219+0.010566257957618874j),(0.0022333302716135103+0.002884222230357156j),(0.00452190484554275+0.005599558540968998j),(0.0006729854922421813+0.0006471787351609182j),(0.0005716254154489939+0.0016187651563142787j),0j,0j,0j
9.0,0j,0j,0j,(-8.483008966906467e-05+0.000988583834106522j),(-8.483008966906467e-05+0.000988583834106522j),(0.0023347701352343397+0.0008989219572397713j),(0.0014334268058079443+0.0022256261056909483j),(0.0032543177158938755-3.863451566986883e-05j),(0.0032582141989862174+0.0021787515113009643j),(0.007736455379129961-0.0005841105862953368j),(0.010263009720876622+0.0022374992238944308j),(0.010790066064640436-0.003458070522598755j),(0.016822456791738643+0.0013976247574960876j),(0.019034393012773116-0.007238971342756465j),(0.028711097260504814-0.0006089167161329944j),(0.019381214964028257-0.012332051761950954j),(0.038039969399770425-0.007166472530903118j),(0.02397329889290821-0.018409076402265287j),(0.05032634032415684-0.006963736619898339j),(0.02677944752736203-0.018795155400295374j),(0.05764904386642673-0.013552008994313062j),(0.029336539903807864-0.01844117401487576j),(0.06056732132050434-0.012203958403797534j),(0.029825742769132146-0.01555563113055035j),(0.0627273522929996-0.0057599646913996765j),(0.030826675359689866-0.0114796607986776j),(0.05646328333650378+0.001147086144773256j),(0.023875520037155554-0.0034542112719119313j),(0.04674517189144358+0.0046776551954246974j),(0.017390499255825864+0.0005490926468224846j),(0.03220459885015527+0.0076615802861092815j),(0.012982526938677368+0.0021657664946709426j),(0.020050941950799643+0.012871570362829998j),(0.004759940077560735+0.003823286927809648j),(0.008463147097374288+0.00737911295094225j),(0.0017103751018391982+0.0025768279694865417j),(0.0031793766663708585+0.0033217358192976997j),(0.00036704504431129664+0.000305132041632855j),(0.00020457949609094058+0.0013136296273523892j),0j,0j
9.5,0j,0j,(-0.00017846731057460157+0.0007641980876069076j),(-0.00017846731057460157+0.0007641980876069076j),(0.001386414978739787+0.0007986663353268328j),(0.001030304486596981+0.0013518870345566281j),(0.0029180189908017593+0.0005870313740853125j),(0.002551265092112629+0.0023609696153673535j),(0.0056929741019753925+0.00037888315929980766j),(0.006897920721445325+0.001744025924439294j),(0.009582862320194193-0.002280468989311123j),(0.014740783732423395+0.0022092420732536143j),(0.016614354841817277-0.005348113882902697j),(0.022269966274517418-8.321358278240537e-05j),(0.019201181323391513-0.008629250208176741j),(0.033233255845301124-0.003911255501262627j),(0.021026141628060893-0.016566026648545548j),(0.042385533617960464-0.008392292441547277j),(0.025688228523788218-0.017244545457262134j),(0.05258920979364027-0.007781553782121987j),(0.028459739037378962-0.018797976339180483j),(0.05945521841328846-0.01295927779822388j),(0.028871293583640396-0.016991204316442698j),(0.06027494430453179-0.010175142599381496j),(0.029766199009641916-0.012740675887268094j),(0.05964120864266265-0.004742654269605256j),(0.0274392129106771-0.007384106776013158j),(0.0474184890313797+0.0016285565882353929j),(0.02045501321460533-0.005622290853954942j),(0.04075606150447659+0.007838268180240441j),(0.015062895686288892+0.0022935667540800874j),(0.02501515039489881+0.005187491147518375j),(0.009074734842473895+0.0041731201581925595j),(0.015556799175481945+0.011751067218522293j),(0.0042885955929940186+0.003474601750339208j),(0.005627894159959823+0.005506336969514896j),(0.0009599815026726827+0.0008683115359737315j),(0.002398092484285833+0.002602791614953077j),(0.00010415106927798163+0.0001856216075521881j),(0.00010043091943434424+0.0011280145141950209j),0j
10.0,0j,(-9.71596015480785e-05+0.0005355086996052614j),(-9.71596015480785e-05+0.0005355086996052614j),(0.0009561066316374877+0.0008629650155174795j),(0.0007681451236811719+0.0010843425949101258j),(0.0021176249848525574+0.00032415357767748976j),(0.0025129040410757143+0.001627548742408926j),(0.0049734652172121075+0.0009548426397839545j),(0.00566508596816626+0.0023901158384624275j),(0.007124838406894096-0.0018086736486460535j),(0.010705841247326446+0.0012579577449675404j),(0.013457247954903573-0.004186800097425353j),(0.020113707830981074+0.00011253324979841795j),(0.0157400436939393-0.009182707310663823j),(0.028479926450757583-0.0005691781378022679j),(0.020754690106035634-0.011425506428142156j),(0.03633801699956236-0.007254457788189686j),(0.023349945932875437-0.014909500925095836j),(0.04623599054721556-0.010474812875605411j),(0.02715395207284167-0.01690756860896402j),(0.05473699091644165-0.008742425816437027j),(0.02820858951955722-0.018096498118296927j),(0.059313342299082486-0.01147677668194966j),(0.02820849528172827-0.01551827057649387j),(0.0591470149221742-0.008117916878484364j),(0.026860700115055102-0.011112939368573202j),(0.05728377226600902-0.0019225834607868011j),(0.020551225353645685-0.007033270743253043j),(0.04392664013322995+0.004340936361751551j),(0.019063796524946445-0.000981812013163461j),(0.03540537234143093+0.007906911359683336j),(0.010487520808432186-0.0006335391421870604j),(0.021785911863581274+0.006895419321839936j),(0.006518322436928263+0.0039153764762017975j),(0.011778647434613978+0.00942779886835125j),(0.0022205301321297066+0.001585658895756921j),(0.004194615892281035+0.0045830007421956125j),(0.000588827001253465+0.0010690628981912303j),(0.0018495874409924428+0.0015919696258402667j),(0.00014263055421640867+0.00029923229014804824j),(-4.220551525871731e-05+0.0008287762300777893j)
