,-10.0,-9.5,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0
5.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.008093938913839202+0.0023188950541977037j),(0.008093938913839202+0.0023188950541977037j),(0.01560818300606641-0.004062396711071567j),(0.020435559470156663-0.0002710298714067216j),(0.01853011076183016-0.010655196070861857j),(0.031652196546114696-0.004834212322236523j),(0.032767941071097824-0.02144605169663455j),(0.051078694384250715-0.00985403777642101j),(0.030797800555143934-0.03195032084828415j),(0.0695725322928096-0.017461864724547856j),(0.03901970364498758-0.029046970513912536j),(0.0828714351001179-0.012303904639860157j),(0.04276848216461718-0.021808380054751296j),(0.08569294104215616-0.01893969404276882j),(0.03810228199962919-0.008256052363353j),(0.08016001241996+0.009418827275914936j),(0.026948247593752164+0.007181980664782289j),(0.051812674608297214+0.03611773197677463j),(0.008004991198670128+0.015410800630517738j),(0.01705203641403373+0.022164407847873917j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
5.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.006313254385416171+0.002795119705904355j),(0.006313254385416171+0.002795119705904355j),(0.01298659148910137-0.0025975916832870812j),(0.01642808136428919+0.0015489339949534555j),(0.01592778473412233-0.007079568706619449j),(0.02554768968822568-0.0017439375358970677j),(0.028202341033123957-0.01738833146871133j),(0.04394692046877108-0.012278804699410784j),(0.027587397231456066-0.02174484540794792j),(0.0552879252535906-0.015593438853069672j),(0.03450238552700591-0.028453757779272903j),(0.07147133421122576-0.0200669773228065j),(0.04048062930664243-0.024048201774860858j),(0.07903734428036598-0.009841546209044323j),(0.03609446239082911-0.018717541109805745j),(0.08125174632576318-0.010384799150844944j),(0.03017571540725826-0.0055870910998252355j),(0.06930842253482157+0.013820289087632429j),(0.020045327165659616+0.014701476811025401j),(0.037814156332039967+0.030485631154784493j),(0.0044924632505621+0.009030548852014764j),(0.012559545933031884+0.01313388638441422j),0j,0j,0j,0j,0j,0j,0j,0j,0j
6.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.004065176245560926+0.0027903523926563296j),(0.004065176245560926+0.0027903523926563296j),(0.012412070418732159-0.0026287284972578684j),(0.011976187122985925+0.003820840474592431j),(0.01467447825195053-0.008276372709724297j),(0.022264014813089386+0.0030705568036487347j),(0.025757121593027427-0.011962144780912317j),(0.03841700580478669-0.008513993529486185j),(0.02540558350644187-0.01940130676800624j),(0.049829709515041495-0.014956565591259376j),(0.029969536075930635-0.024667821430005926j),(0.05944130513454184-0.019300193876536732j),(0.034578042019701154-0.0245711277869779j),(0.07403829817478053-0.01753821045290954j),(0.03394861163244091-0.018104746788475658j),(0.07438537800984404-0.009270656966864233j),(0.03294201297541714-0.013410355902467754j),(0.0744250467458122-0.0001839116205728696j),(0.02940192990233403+0.006465913991942382j),(0.05526777111921589+0.01657067718872634j),(0.013816950436878738+0.012891065122478146j),(0.027299450221529714+0.02319441387577147j),(0.002770234427256223+0.003340453890520281j),(0.009789142794909746+0.009793370068887707j),0j,0j,0j,0j,0j,0j,0j,0j
6.5,0j,0j,0j,0j,0j,0j,0j,0j,(0.0029735842502252668+0.002952727034513291j),(0.0029735842502252668+0.002952727034513291j),(0.008582417180410331-0.0006305613639906233j),(0.009714873540417286+0.0021189784984033296j),(0.012657088285090315-0.007040521552511086j),(0.017483758021753896+0.003489183774725937j),(0.0223291634777811-0.009474158222768784j),(0.032034486902061725-0.002090084415745575j),(0.02346965982073092-0.017542043799983354j),(0.0462781367871182-0.01116478142198774j),(0.027614666760953765-0.02209039645347368j),(0.054283045900838274-0.01770102291033906j),(0.029925532899076193-0.02204821380107333j),(0.06260417923853222-0.018660859735276772j),(0.03214686526012765-0.02106944157955504j),(0.07128049924227979-0.013642828338722612j),(0.03229844396128619-0.01424126870762917j),(0.06857387184860378-0.00429494791186176j),(0.03476462204289134-0.00530892159417629j),(0.06682424474514408+0.009434767476457561j),(0.02284819962811908+0.00784800453792457j),(0.043101265033016076+0.016554965653497362j),(0.009657339843014612+0.006622443027674588j),(0.01949906481159323+0.019323065076308706j),(0.0017706935359765334+0.004413138342075555j),(0.008018439258978487+0.005380231967340812j),0j,0j,0j,0j,0j,0j,0j
7.0,0j,0j,0j,0j,0j,0j,0j,(0.002172691228518967+0.002704401552656148j),(0.002172691228518967+0.002704401552656148j),(0.006679672777052415+0.0005801160188724179j),(0.0072753297347525215+0.0031627367304278313j),(0.010321998807887551-0.0023773472991253635j),(0.01460982203977418+0.00017528408749208606j),(0.01802316647935513-0.005521434473137595j),(0.02581781371049553+0.0006542007727259035j),(0.020426730575730866-0.013463594141958026j),(0.036963651857052374-0.0071023686500128165j),(0.02637252712291988-0.0195189825798313j),(0.05064134851494878-0.014153439845890571j),(0.02737740044314677-0.02403487677935763j),(0.058638956281504444-0.014965630087091496j),(0.029758276591959527-0.021309635328758857j),(0.06318188431074272-0.01675696925753772j),(0.032667107442874675-0.017993692033718738j),(0.06808712779639349-0.010432777647464635j),(0.03219089958195875-0.010067859014030246j),(0.06533543297192429+0.0006810652189648367j),(0.029234554235322886-0.0011096473106309837j),(0.05863890019681572+0.01576231070077161j),(0.017850969605184903+0.004252593075270685j),(0.03342671954831107+0.016887174261875165j),(0.007847037906729791+0.005058669349246788j),(0.013644646953078229+0.017639627806676092j),(0.0020161144359067676+0.0007303675667585049j),(0.0060022342632193165+0.004649830793642123j),0j,0j,0j,0j,0j,0j
7.5,0j,0j,0j,0j,0j,0j,(0.001438608657125524+0.002223695008478492j),(0.001438608657125524+0.002223695008478492j),(0.005646390679264294+0.001322828404076709j),(0.005923251294846407+0.00350705694937789j),(0.00856720883164039-0.0011103001845336716j),(0.01148162840505003+0.0014364206860816562j),(0.014669117272338826-0.0034642905819446245j),(0.023422330444508303+0.00010552428915119684j),(0.018817100123940823-0.009866070370495623j),(0.03126237905399945-0.003036215150031944j),(0.023550274031248764-0.016128782338626493j),(0.042762847802104945-0.011256967855813586j),(0.025190142028922308-0.02269010244607595j),(0.05432876098883072-0.013700240149538632j),(0.02876222518660081-0.02106081579817538j),(0.05914387206370961-0.014712307016425915j),(0.02999789261337438-0.020166572735788455j),(0.06312334626990619-0.015178563849981635j),(0.03024349580377535-0.013898586003677204j),(0.06450174408649051-0.005618972759314046j),(0.02948982715273755-0.0068612790811795315j),(0.05986992872215402+0.006100555894753357j),(0.024450097242615945+0.003406045422272664j),(0.04677555091752621+0.014817323395235546j),(0.013092747373355054+0.0029851523378814472j),(0.02626398056253096+0.017097708933188592j),(0.004618635596057393+0.005598854646354448j),(0.00979620679869106+0.01207947417564272j),(0.002099148772868686+0.00035987550573353134j),(0.003903082323301361+0.004289941316897937j),0j,0j,0j,0j,0j
8.0,0j,0j,0j,0j,0j,(0.000836705463326071+0.0017441020782980178j),(0.000836705463326071+0.0017441020782980178j),(0.004694222645837752+0.001549700850044048j),(0.004605441381528151+0.0032390057039561842j),(0.007748136153528234-0.000922653982130554j),(0.009815135320968681+0.0023817703706976484j),(0.012521259516846465-0.0019321202954614032j),(0.019145368731543072+0.00186198562592305j),(0.0175892337595087-0.008362325273917089j),(0.02850981207305494-0.0022203619150269753j),(0.021311193937772192-0.012996371535200878j),(0.03699390853491265-0.007170008435182059j),(0.02188407513604134-0.02062559415626655j),(0.04737870327501133-0.012172368325565064j),(0.026840841961841944-0.02010483444663084j),(0.055691742259373275-0.014555357709823951j),(0.02821710386872719-0.01965027453968178j),(0.059302675183053634-0.014809318082249506j),(0.02844709355114888-0.015933503175380354j),(0.06138546299393414-0.010531923480251023j),(0.030870037276660024-0.00870057036305764j),(0.05794578909548227-0.0021060912373495255j),(0.02561048455441634-0.006186029973224612j),(0.053131653490805585+0.009741588527904006j),(0.019358749962576614+0.0011059576996763681j),(0.03764203185343776+0.015357195081815626j),(0.010863287536864814+0.0024426238384662262j),(0.019579322429980332+0.01704178683296887j),(0.002764565541785993+0.004115954787073507j),(0.007924067170592741+0.007957677121636243j),(0.0018357009202072362+0.0008044936817434371j),(0.002067355167138919+0.003485451164934213j),0j,0j,0j,0j
8.5,0j,0j,0j,0j,(0.00034808446196003416+0.0013304360310620168j),(0.00034808446196003416+0.0013304360310620168j),(0.0035430325345238577+0.0016138208975388715j),(0.0034377230553769215+0.0027376313813595606j),(0.006056682181153422-1.1100981586047543e-05j),(0.007533663773761759+0.002873439142357792j),(0.011244762596651602-0.0018104397108305015j),(0.015334053020987682+0.00315726226738958j),(0.015568004056952902-0.006500162895353397j),(0.024232032434451427-0.0006230995769053808j),(0.019480588607914528-0.010792723051909247j),(0.03382737649966942-0.005209224343535642j),(0.019626245804705313-0.018389054531290885j),(0.041360317942632056-0.0089685386337067j),(0.024498790829167488-0.018481472642435985j),(0.05008752320404604-0.013634293184259889j),(0.02690719224780836-0.02014124905089835j),(0.05690024121010096-0.013446381078897665j),(0.027964542231620735-0.016427998183797757j),(0.058154886696950465-0.011889567441531265j),(0.028950950209440766-0.01336578269931973j),(0.05954402373251437-0.0061378431721203115j),(0.025761418268424624-0.009248978101778087j),(0.054199655409812655+0.0024440796342464857j),(0.023872292113215118-0.0030718503029074267j),(0.04488003209258404+0.012293941597281982j),(0.01485262821135773+0.0022364272431005952j),(0.030028019076735194+0.015601172081059817j),(0.009167410466691095+0.004272197385990868j),(0.013403538042693609+0.015599768033848448j),(0.0028157214596838055+0.0018728773289312694j),(0.0062894769784475274+0.006390006584653001j),(0.0006991596929729931+0.000871472168935291j),(0.0013681621962354854+0.002613980022181194j),0j,0j,0j
9.0,0j,0j,0j,(0.00010648204101693044+0.0011471821844653784j),(0.00010648204101693044+0.0011471821844653784j),(0.002563432977107952+0.0018492489168692482j),(0.002643037923979062+0.002515216250718j),(0.004959246670531709+0.0007562435706022322j),(0.0059551560133232+0.003027184710950737j),(0.009847081755420928-0.0010899370919815977j),(0.012205185823765877+0.0041316989644541065j),(0.01355920147804346-0.004619094166367271j),(0.020100679482914597+0.0009241337548191689j),(0.01749690863973877-0.008496627487701905j),(0.029543890986091705-0.0031569442334240306j),(0.018384247583948084-0.01657094542930955j),(0.03744142819561727-0.0069997744942141855j),(0.02358018810335784-0.015360773067668414j),(0.04481238391911933-0.012040244610152306j),(0.025148261345572485-0.0183964462156474j),(0.051794060116853634-0.01432878789268102j),(0.027192439467605842-0.017228182020878953j),(0.05676603168175151-0.011765207300723972j),(0.028585225574505733-0.014490508096070052j),(0.05614437914086825-0.00893690488791838j),(0.026458760454190062-0.010956861123604925j),(0.05554600310902504-0.0022350095479562347j),(0.024825429486978457-0.007297815425414694j),(0.048894348584930095+0.0050871810786234485j),(0.01932923594889223+2.6774900203637207e-05j),(0.038353974314713435+0.013481649451034326j),(0.013239866939539945+0.002772327145903967j),(0.024132292561658084+0.015098041947664691j),(0.005871971051124714+0.003837634847974843j),(0.009778374273870846+0.013002429231101167j),(0.002894980594235047+0.0019273692858327327j),(0.003925288935111935+0.0048474676716170765j),(0.0006304360973484422+0.0006282923030655975j),(0.0007377031185663995+0.001985680265070447j),0j,0j
9.5,0j,0j,(-5.370161888408163e-05+0.001068338853767468j),(-5.370161888408163e-05+0.001068338853767468j),(0.0023673866451775025+0.001570898784357174j),(0.0012972266793931464+0.002550394198607636j),(0.004174383694838396+0.0007982263309096108j),(0.004946015279766055+0.003282227964529275j),(0.007220927441296832-3.907462632370918e-05j),(0.009335172264439737+0.0029925923821184333j),(0.011649519144242863-0.0029768864393268394j),(0.01689145247643562+0.002501383737296367j),(0.016389134750627945-0.005783636716318394j),(0.02559507237249497-0.0019495738121054313j),(0.01702664390890332-0.012144915159927357j),(0.03201125765029769-0.006777488587710519j),(0.021085356896172625-0.013621255964582007j),(0.0422739445740609-0.009492345414728182j),(0.022843041727764347-0.0165199524595012j),(0.047952049012675496-0.013873790781467454j),(0.025259870805263037-0.017569978808138934j),(0.05287834447830139-0.013493810035932991j),(0.027036892579248135-0.015945644680477784j),(0.05626680825587833-0.01005989854279536j),(0.026648970946462583-0.013503450551773702j),(0.054222929160562164-0.006405808527023115j),(0.025078804491880085-0.009900156605776618j),(0.05123876685800037-0.00022128462508523203j),(0.021965843571497435-0.0038117928262229902j),(0.04386429326663534+0.007234028233437745j),(0.016924403218724654+0.0005928371547371493j),(0.03218302706098207+0.013871156732528221j),(0.010323355627115281+0.0017776980363725457j),(0.018536883023448542+0.014450245976544464j),(0.004828839937677753+0.0033250839551264883j),(0.0070054025359634784+0.010895055001144969j),(0.0017599962447038678+0.0014159813631149335j),(0.002585777691560952+0.003797840463425908j),(0.00023714589177492796+0.0007856817831758271j),(0.0005005556985678151+0.001199999250829455j),0j
10.0,0j,(-0.0001488217053639016+0.0006672179317666577j),(-0.0001488217053639016+0.0006672179317666577j),(0.0011389330007417003+0.001568246541392913j),(0.0011066959368724147+0.0019992501875920306j),(0.00334546808862952+0.0010365598166512417j),(0.0032378957224165205+0.00298292340956324j),(0.006070710003440874+0.0008149482433144196j),(0.007683797994211288+0.0035900521980907363j),(0.009976518259919116-0.0017465013172807994j),(0.01373977243644825+0.0020091289028254856j),(0.014227669261842307-0.006634376546157062j),(0.022592310037122885+0.002465006886687903j),(0.015399172662044377-0.011572651221514341j),(0.0299158565337125-0.004004687558447755j),(0.01907882463459687-0.012709083629917942j),(0.03594991708716241-0.008983065608535169j),(0.021668172605572685-0.016405286646201677j),(0.045214276337193625-0.010047376337894043j),(0.023666150661172905-0.01733028956872316j),(0.049246543474213665-0.013425434358355371j),(0.025674150961093295-0.01669891881618129j),(0.05324282680470137-0.011737463268252544j),(0.026361194325737407-0.015206260925727164j),(0.05496855816005257-0.008838420073614222j),(0.024735220581881778-0.011661126639753225j),(0.05156459573829142-0.004323170767158101j),(0.023828674215560015-0.005416182553075364j),(0.04560424276987487+0.0013270960717468778j),(0.01932543235780849-3.5260444802580075e-05j),(0.037754849120198726+0.006973115480885641j),(0.013677216278072222+0.0035655746772078924j),(0.02584216857869797+0.01133900872111766j),(0.008930945841562999+0.003176059985073118j),(0.013687128257104008+0.013260201840547148j),(0.002745669909773263+0.0037808234500901375j),(0.005428200107880334+0.007907953848468091j),(0.0010901829160683979+0.001045970608467647j),(0.0017670262317226963+0.0032788379508941596j),(0.00013329093992711248+0.0003240508856534217j),(0.0003672528280151932+0.0008759412543251142j)
