,-10.0,-9.5,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0
5.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0025819785509421877+0.002084782229844032j),(0.0025819785509421877+0.002084782229844032j),(0.012023040137905495+3.870928167459749e-05j),(0.009708485257861367+0.001956938496857147j),(0.023966868889878718-0.004638863370245637j),(0.034539481782417475-0.0016939026557313604j),(0.05100575437743662-0.013885575332425742j),(0.07351386121183073-0.009062670282841799j),(0.08603980641166108-0.028984791246543854j),(0.11689427995805489-0.020311850816520458j),(0.10479380335317005-0.03184663746516862j),(0.13382242419242193-0.019779641736488992j),(0.09270756600065376-0.006198722341040919j),(0.10530786453021765+0.023718328605747165j),(0.04269273223065859+0.01185799802737939j),(0.02972022953168006+0.036461650113515834j),(-0.0064638891406913375+0.0018684214375084929j),(-0.008268542576902396-0.006349064692144874j),(0.0006554321502211799-5.1285261304421095e-05j),(0.00043250373538491604+4.482179738983047e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
5.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0013920943737899293+0.0014080337812479745j),(0.0013920943737899293+0.0014080337812479745j),(0.007437020351051005+0.0005028901183394767j),(0.008753772258926413+0.002707766858109125j),(0.01633770152040603-0.0009366128838306266j),(0.021331205620227823-4.727390497731207e-05j),(0.03704671389558499-0.010593879020666915j),(0.05261910771656447-0.006538292311146552j),(0.07480824837384312-0.02341928767842324j),(0.08723946372869093-0.011483591805127195j),(0.08954294431414311-0.030741243847618154j),(0.12802983618934896-0.02149693065017538j),(0.09647426840184664-0.02326411434055185j),(0.12388502808079073-0.004199485298722731j),(0.07514061608226447-0.0008025226140355645j),(0.0695937428039561+0.029702549219923918j),(0.012797277341076796+0.01933792879191758j),(0.011600258981711176+0.018914129804386906j),(-0.002257073348879596-0.00261592543186495j),(-0.005448185743742123-0.0038119872634475595j),(0.000385951272140431+3.437164912617556e-06j),(4.6554824830563065e-05+4.137898277669134e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
6.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0007109528376223437+0.0010134821788934697j),(0.0007109528376223437+0.0010134821788934697j),(0.004583577481456603+0.0006079049120342072j),(0.0050822643272234475+0.0021713888136261857j),(0.011563250621024672+0.0005840649176894723j),(0.01639951100218427+0.003289783079342729j),(0.025452326918886478-0.006829666743372311j),(0.036258473251805604-0.003724868464743555j),(0.05528203021433192-0.016581699937833472j),(0.07551756780487008-0.012010263209385539j),(0.07611368306610197-0.023001776089128283j),(0.10159426875066724-0.01850883254296036j),(0.09342503544023076-0.029235447998288342j),(0.12632226375603342-0.016348537254926913j),(0.08674779188332843-0.015398572719039681j),(0.10536617506794287+0.00744625378515594j),(0.046526618553440764+0.013847212510124359j),(0.036287562194593836+0.02820900295854104j),(0.011013889303162928+0.008096726707521143j),(-0.001299691222770351+0.00873809511736476j),(-0.002863895543658263-0.0023678926969090096j),(-0.002270740555149927-0.0015244278092291523j),(0.00012626692584107656+2.1278008762728e-05j),(-7.971127930489109e-05+2.009721498315028e-05j),0j,0j,0j,0j,0j,0j,0j,0j
6.5,0j,0j,0j,0j,0j,0j,0j,0j,(0.00038014006560100835+0.0007086523221978132j),(0.00038014006560100835+0.0007086523221978132j),(0.0028473221968053756+0.0007144227033072754j),(0.00305063194973942+0.001750279702728469j),(0.009481087054757888+0.0008287937571612013j),(0.009443494832595507+0.0028855277666600455j),(0.019032684985915992-0.0029667083773489413j),(0.02617526001370087+0.0010407759407867233j),(0.03930432984365751-0.011422840926053867j),(0.05479134414037344-0.007176262303357893j),(0.06702349424894105-0.026200198688346277j),(0.08932729976818592-0.010305859698235244j),(0.08146685930755261-0.030804594408599933j),(0.1098043454611071-0.01645537805794789j),(0.08915544727011555-0.02242628187970574j),(0.11347523410272993-0.00979294511849923j),(0.06535194876973444+0.002815975992438174j),(0.08188715712747516+0.017984677421964402j),(0.03132818490248516+0.014204922569410645j),(0.01579613187064899+0.018884793941234223j),(-0.0024004691673176004+0.002766614681431022j),(-0.0014902732421416159+0.004169638090170629j),(-0.0019960151274087995-0.000985939383124039j),(-0.00015905535988948644-0.0005099765754032806j),(-2.3638959397625715e-05-2.261328358982861e-07j),(-5.607187350773777e-05+2.032306242364224e-05j),0j,0j,0j,0j,0j,0j,0j
7.0,0j,0j,0j,0j,0j,0j,0j,(0.0001898912765979954+0.000477302525716803j),(0.0001898912765979954+0.000477302525716803j),(0.001832307163326233+0.0006735615407238108j),(0.0018746719175160452+0.0013422135178918642j),(0.006855967132139777+0.0013331755088489459j),(0.007275042923748521+0.0029306822916392644j),(0.013658861502365324-0.00011642743173054406j),(0.01773533033340732+0.0011624348541832434j),(0.02929652100503501-0.005881209158393815j),(0.03962944281643911-0.002166063055601697j),(0.05084119028741373-0.018256081154004563j),(0.07180643265404073-0.011398296448851273j),(0.07417296959492964-0.025112849867699072j),(0.09751698678402947-0.015990566422789534j),(0.0856699037854442-0.026641482603555738j),(0.11199793469543011-0.015723943791821637j),(0.07178813564444317-0.00798264280891978j),(0.10062141476646588-0.0005230269013916643j),(0.05435494063598355+0.0034376886742476364j),(0.056903816754778694+0.026390635382092728j),(0.011535116613652998+0.011365557105745553j),(0.0009178755524360511+0.010047921673661017j),(-0.0003911938764050661+0.0013369389625083094j),(-0.0025268497863918825+0.0020502382339454444j),(-0.0007087874969238511-0.0005585275225098932j),(0.0005292521094862004+2.7633889220505007e-05j),(-2.471296556120319e-05+2.9703162106785294e-05j),(-3.135896878176236e-05-9.380115203920837e-06j),0j,0j,0j,0j,0j,0j
7.5,0j,0j,0j,0j,0j,0j,(8.540266750369009e-05+0.0003195587128639674j),(8.540266750369009e-05+0.0003195587128639674j),(0.0011626519283484441+0.000559335613366048j),(0.0011381075204579137+0.0009925728047412278j),(0.003707123087495002+0.0012175480119086528j),(0.004650235423137438+0.002357035020666818j),(0.009982120208157544+0.0007926903939203133j),(0.013109854587071179+0.00344869926956928j),(0.02130510227998301-0.0028931694814648998j),(0.029346701548050077-0.00024539247145547127j),(0.04257267591474078-0.013362159194336047j),(0.05153249300253502-0.006387932530416451j),(0.061872224887030036-0.021275067549357447j),(0.08645186262184089-0.01443804478926969j),(0.07828732990366707-0.024301700819613758j),(0.10432632626499437-0.017314383894906825j),(0.07754951173723022-0.01917397341940329j),(0.10095486419310669-0.006645973359161562j),(0.07089059553922405-0.009673284712574821j),(0.07918721057539163+0.009069071274413545j),(0.03791608851089609+0.01092235301548398j),(0.030453696003249518+0.02573347799905575j),(0.0006836711753360184+0.005358252737888129j),(-0.00038026228479379274+0.005753076761286014j),(-0.0014071093977186275+7.162910090882774e-05j),(-0.0017900756999334108+0.001486463268136881j),(6.912595452397477e-05-0.00011869766620659062j),(0.0004437310572812807+0.00017729444909279666j),(-1.248005792103436e-05-6.6030775633964745e-06j),(-1.887885574355158e-05-2.777032652196533e-06j),0j,0j,0j,0j,0j
8.0,0j,0j,0j,0j,0j,(3.179830549983095e-05+0.0002107177919421804j),(3.179830549983095e-05+0.0002107177919421804j),(0.0007271801402591838+0.0004507217659094967j),(0.0006806471094197894+0.000725942103965825j),(0.0025627690013522103+0.0008662834354032603j),(0.0031047377259039908+0.0016912838562792348j),(0.0067762944555793255+0.0010329580785216287j),(0.009188969822103732+0.0032416922730099584j),(0.015648278253280284-0.000774734967523531j),(0.021386248054733235+0.002827000967611638j),(0.03235789142403067-0.008526626661035114j),(0.04398638399373399-0.0038848859087234127j),(0.04949577486975664-0.013881878539318897j),(0.06640432527148181-0.01384130344147793j),(0.06945115317613437-0.023126584020147976j),(0.09632212107585951-0.015142667224750618j),(0.07669736116260245-0.0230330863408345j),(0.10238921407015576-0.012682239330867436j),(0.07335790093981993-0.012090448714847324j),(0.09266661093769653-0.004521515941872852j),(0.057766717569767506+0.00016363757952047583j),(0.05717896951255591+0.01613533422170579j),(0.02032929282548884+0.012526129755287692j),(0.009692246332995206+0.01795130437365431j),(0.00023227712042804454+0.001990411241414339j),(-0.0019225839085502728+0.003929635971090498j),(-0.0004942452611698474+0.0002529832177536419j),(-0.0012581469312332593+0.0010939332822610332j),(0.0002535973588391851+4.618832593836784e-05j),(0.00017879918287454924+0.00012391914185577962j),(-6.7267213132352634e-06-1.1099741819112285e-06j),(-1.2152133848294422e-05-1.6670704875783211e-06j),0j,0j,0j,0j
8.5,0j,0j,0j,0j,(1.0215096755397192e-05+0.00014382837895370994j),(1.0215096755397192e-05+0.00014382837895370994j),(0.00045130895946544984+0.00034878839680821714j),(0.000401451500363353+0.0005212661466186311j),(0.0020996668199981102+0.0006440652406189196j),(0.0020094050346149456+0.001234425455167327j),(0.004761790522867911+0.0010524080843978254j),(0.0061678261689161835+0.002342995265810017j),(0.011491990666609246+0.00040394848137003953j),(0.015474544512182858+0.00340401197531667j),(0.02367547878532318-0.0045947909701823655j),(0.03182196792956107-0.0004068896794055559j),(0.040153127496359596-0.010055530295034958j),(0.056594430015133645-0.00629554527004921j),(0.05698290352056897-0.01998581545289502j),(0.08013605211371978-0.01659997119421105j),(0.07342110195572023-0.024379533790493665j),(0.09823753801191036-0.014120548403634185j),(0.07674626905015515-0.018963958982447182j),(0.09563778629742838-0.0059958287348096774j),(0.06490747910362446-0.011283394117858942j),(0.08094675950238288+0.004434510498448131j),(0.03512737401969883+0.009119691276065342j),(0.041172079437834956+0.017030067122840557j),(0.01020601224543399+0.010357540278258671j),(-0.00011411228289677173+0.009369566716716514j),(-0.0005645591093013859+0.0024744418679013775j),(-0.0017357154690823093+0.0017340805207282483j),(-0.0005732061624439041+0.0006439773018106108j),(-0.0004362256836631137+0.00043617111158462615j),(0.00016774099723412364+7.66772376732285e-05j),(5.116524905984712e-06+4.683302650428542e-05j),(-7.05399703672581e-06-5.015212085755965e-07j),(-5.098172496072816e-06-1.1655285688676605e-06j),0j,0j,0j
9.0,0j,0j,0j,(-5.464856248987002e-06+9.002638436106753e-05j),(-5.464856248987002e-06+9.002638436106753e-05j),(0.00026164502928587567+0.000268619138349007j),(0.0002483287117297534+0.0003676730270904861j),(0.0010514069924707063+0.0005138225212156583j),(0.0012165990658860933+0.000920017105323386j),(0.0040688478272556585+0.0009216449220076786j),(0.0035445611234232394+0.001892157914054929j),(0.008383487461204426+0.0008767637047094296j),(0.010829112389327078+0.002904282519741925j),(0.020197008102052837-0.001551282033681304j),(0.023502616358914024+0.002193710032959505j),(0.031636561400137035-0.006966359199294076j),(0.043250963860147706-0.0030391892067624516j),(0.04850371058322075-0.015611871027440459j),(0.06710403534017564-0.00939875173924388j),(0.06433784859426322-0.024467739133476312j),(0.08859710671327507-0.016583925885628712j),(0.07651457929995104-0.02249502977436403j),(0.09671186952096039-0.011521640610098239j),(0.07053605234442505-0.016972575151614752j),(0.08518739286431821-0.0016822241871458409j),(0.05217409845072325-0.001962594299130644j),(0.05952551003360006+0.013485122730369307j),(0.024257460151761338+0.010760422589823524j),(0.02510263916559236+0.013735559600859181j),(0.0024354788007565622+0.007672328802217387j),(-0.0027352607021057067+0.004018457864514409j),(-0.0010198433963465076+0.0018551717708565085j),(-0.001171610263915793+0.0005775761646033674j),(-0.0003495886114234291+0.0003866041671070468j),(7.429182179749774e-05+0.00010244230314121557j),(4.96211618881908e-05+4.56053428837813e-05j),(-5.0997740918687826e-05+1.673371032668812e-06j),(-4.309658817621157e-06-7.091187255378227e-07j),(-7.885502360118617e-07-4.563580994378577e-07j),0j,0j
9.5,0j,0j,(-1.3946737967256317e-05+6.235400105997861e-05j),(-1.3946737967256317e-05+6.235400105997861e-05j),(0.0001532426396161434+0.0002001995066954015j),(0.00011995974395423679+0.0002633647408569104j),(0.0006641244727150805+0.00041453770902359725j),(0.0007645198402507587+0.0006994328570160266j),(0.0025632668933587514+0.0008289760765433439j),(0.0030975233973369693+0.001511073981328494j),(0.005760606240602836+0.0012911642589063627j),(0.0071892025615471955+0.002353023510149706j),(0.013421055129766603+0.0005378740967291903j),(0.017417991320567736+0.003494342957995684j),(0.024427517018839436-0.004083659092411921j),(0.03326691994946883+0.0001612509798019228j),(0.03984484116305603-0.0113863275133815j),(0.05449464460269556-0.006467718930716442j),(0.05632441324128281-0.020054230756593704j),(0.07572946102410381-0.013012974340727491j),(0.07067512783043087-0.024766011174982977j),(0.09324166318410713-0.014891642522693028j),(0.07313056005360434-0.020378686829520692j),(0.09122034286749656-0.008535234667370809j),(0.06229658269032605-0.008568640827817244j),(0.0727228214893178+0.0038094102138787273j),(0.04270313412773413+0.0034289498510162706j),(0.04063496349660835+0.01776371458067326j),(0.015305218974860545+0.008474375825800328j),(0.012335815368680246+0.012583270365386508j),(-0.000978642141319641+0.004182376532054556j),(-0.0025633370439618365+0.0016107277570969797j),(-0.0006475367043886904+0.0005595153639077721j),(-0.0008193624743357084+0.00037565533474260735j),(2.7424653345551577e-05+4.16690310935178e-05j),(9.457113074696733e-05+0.00010219190592980075j),(-1.8354198497778724e-05+5.937972417395262e-07j),(-3.599487696492344e-05+8.592582277649647e-07j),(-1.5391661627561714e-06-4.27657273131865e-07j),(7.505981107887151e-07-2.866115719062128e-08j),0j
10.0,0j,(-1.4491531940887706e-05+3.0154057314517085e-05j),(-1.4491531940887706e-05+3.0154057314517085e-05j),(9.45203225769849e-05+0.0001481031744922568j),(5.835926966277929e-05+0.00018089149663531723j),(0.00040962850177614916+0.0003195390740108657j),(0.0004428615793766167+0.0005169871373774167j),(0.0016021795485878295+0.0006931877228033127j),(0.0018964401497332999+0.0011800669634343685j),(0.004144804289097802+0.0012806583740656433j),(0.005461183984828826+0.0024783447314143977j),(0.009595676404088694+0.00032836171555796937j),(0.012647785861419727+0.0025552193249021686j),(0.018413961540360884-0.0014867826913711596j),(0.025658800178172354+0.002834519876021567j),(0.031520855230124704-0.007406398598560472j),(0.044240049486916455-0.002904634150201751j),(0.0478294513359679-0.0158169626366247j),(0.06494154859203528-0.010073590372519948j),(0.06287538431050131-0.022129926023512412j),(0.08332112037917981-0.015250690153308004j),(0.0719983780319379-0.023039797112871994j),(0.0911067559623171-0.012435034675221052j),(0.06616480817564616-0.01431223988461952j),(0.08374158912264905-0.004032633089522838j),(0.05298438825811561-0.0025752727461569296j),(0.0594730597209781+0.00867790611455847j),(0.02496118668865444+0.009681451321623982j),(0.028345955120156124+0.013993816500982125j),(0.009161256685256474+0.007357862270024615j),(0.0022404797483540242+0.009380611234652276j),(-0.0009244446076436223+0.0013332725948144387j),(-0.0021851976857902144+0.0008261844415035889j),(-0.0003665408678567564+0.00025061884317821825j),(-0.00043007434036002214+0.00014665000580846868j),(9.189128952328778e-05+8.122741889760351e-05j),(-8.471355483036395e-06+1.3059335726259315e-05j),(-9.762031168498394e-06-1.3750131331419835e-06j),(-2.7616795282285394e-05+1.7820362836962107e-06j),(-1.832621850951226e-08-1.39297264703273e-07j),(7.689210057854077e-07+1.1065286729250409e-07j)
