-12.0,-11.5,-11.0,-10.5,-10.0,-9.5,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0005274240233654805-0.00013795174043584237j),(0.0003533670417396597-6.827649481337642e-05j),(0.0024990235833404263+0.0005332867658739514j),(0.001961982007437666+0.00022354178509737693j),(0.007956054196469595+6.535918361300983e-05j),(0.007045572460498645+0.0002555091508617008j),(0.020612935218597053+0.00026156574729474497j),(0.018046935796695477+0.00016040672745714377j),(0.03542598308565643-1.244681368568279e-06j),(0.033556508004355806+0.00042912496809607674j),(0.049991204575018745+0.0015537549268298245j),(0.04968727078463336+0.0028034741724216566j),(0.059945583368216884+0.004264939047961346j),(0.0611599940941964+0.006334380309909877j),(0.06094866426276812+0.006763064097226748j),(0.06313201349273743+0.009061077343992079j),(0.0527995703386247+0.007592899940441858j),(0.055625267904122706+0.009477910254322292j),(0.03899776071156457+0.004814901456000426j),(0.041844323012139154+0.005390015064478045j),(0.021586159683805707+6.404632647679498e-05j),(0.02317706260316843-0.00033673834509864156j),(0.006718780159562321-0.00030100209345392453j),(0.007311572999130267-0.0005657579174805909j),(0.001318471416156609-0.0001697246029987118j),(0.001446811316497303-0.0002615824813971735j),(0.00012944339221950137-3.143829970393975e-05j),(0.00014448921148284147-4.616558866604695e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0008807935176366646-0.0002062256417456506j),(0.0005866822274054541-9.909958253862825e-05j),(0.003874338361989203+0.0008559374037313798j),(0.003069221591280479+0.0003566843695281977j),(0.011932484753784575-3.5764012846729504e-05j),(0.010625889977918416+0.0003196124524232301j),(0.029066656745639446+0.00029391220409776903j),(0.025767660345796736+4.0138364985591894e-05j),(0.047961920389325514+0.00018802429541672742j),(0.045878466396213076+0.0005617177291291786j),(0.06464027459228182+0.0023126066113089935j),(0.06491807082872798+0.0036452092636418765j),(0.07280495985300633+0.0051595201723230845j),(0.074839862107554+0.0074917620566330966j),(0.0683943219545315+0.0073675658823853405j),(0.07149567622497219+0.00989762190563865j),(0.053822162696156216+0.00576747297100739j),(0.05731135263941937+0.006772389702882949j),(0.03177197073446452+0.00040506952748906147j),(0.03394848032300759-1.4781368514517641e-05j),(0.010814729660143293-0.00025776291225658844j),(0.011724627264235302-0.0006330920634092531j),(0.0023057012512229104-0.00023362855103517386j),(0.0025202330761010454-0.0003801178504541792j),(0.00024504006028496677-5.118229404774259e-05j),(0.00027393098450204654-7.760332191284089e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0014674796883873305-0.0003053208073167165j),(0.0009783002643867778-0.00014598827148371433j),(0.005965284236660734+0.0013586244414962134j),(0.004787986627908291+0.0005223534678778505j),(0.017770511388201543-0.00023842467121840127j),(0.01595383654532744+0.0003369212660857108j),(0.04035510905864297+0.00013754104316385119j),(0.0364988680488763-0.0002755132878782603j),(0.06362116065992153+0.00027813862111270227j),(0.061770884264088714+0.0005863696984243822j),(0.0806402969284696+0.0028873633736010377j),(0.08182233227272838+0.004361615604932751j),(0.08371989589776767+0.005974653041114795j),(0.0870078302076406+0.00865761925020708j),(0.0714073901266895+0.005960315089515083j),(0.07558549866680522+0.007637937938574377j),(0.04557131130662904+0.0007437875464314242j),(0.04853550375319651+0.0005153697826809687j),(0.017184951480783868-0.0001248527141126839j),(0.01853817130766539-0.0005795226448646239j),(0.004001150102815215-0.00031126745152677083j),(0.0043638502196903396-0.0005319472698751107j),(0.0004620677180325914-8.178671310426523e-05j),(0.0005189679712111312-0.000128784623990021j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.002445786264914386-0.0004513016013547699j),(0.001642329928448177-0.00020699939006716002j),(0.009110980397341983+0.0020879994756865445j),(0.007539515549549832+0.0007093140273945587j),(0.026185019242818353-0.0006106929778800666j),(0.023830746855531788+0.00032597479519412944j),(0.05515947626126336-0.0004513657271293508j),(0.05112452319299255-0.0006512420509364249j),(0.08203507277680291+3.9615972710335794e-05j),(0.0807085162850849+0.00061655220459931j),(0.09589441991377798+0.0036351501413321953j),(0.09846343466617274+0.005521524808347101j),(0.09024499332660045+0.005473343403198581j),(0.09514602599668594+0.007266122655216137j),(0.06316745001656437+0.0011294638528823123j),(0.06733884853239676+0.001092186854875899j),(0.026768021937383864+0.00016732063885059183j),(0.02888087618280916-0.0003087585781130126j),(0.006842199897940624-0.0003955066696157826j),(0.007496320767084304-0.0007177134137568542j),(0.0008686527202884757-0.00012547824066200548j),(0.0009810299306837757-0.00021056964513871399j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0040881264463337565-0.000658288450017604j),(0.0027430513838384144-0.00024147491810174658j),(0.013907508360395148+0.0030388201762215255j),(0.011920191564092771+0.0010280025951056606j),(0.03809585211994031-0.0013125326803287661j),(0.0351046056200935+0.00044638522047276894j),(0.07408108579047303-0.0016843743522305691j),(0.06981063528881724-0.0010956929455662094j),(0.10186696549906588-0.00027879161630463967j),(0.1011824325137133+0.0011570493778417408j),(0.10800658627728134+0.0038782467369710334j),(0.11229792485463845+0.005261234967706711j),(0.08441434027104738+0.0018226544165983968j),(0.08976787822643699+0.0014947840299448334j),(0.040738592671685135+0.0007273654449315997j),(0.04407881425242053+0.0002491179380090923j),(0.011570035668265482-0.00039037128407325616j),(0.012702380803323159-0.0009420765898911197j),(0.001636099401352877-0.00017110248004103263j),(0.001849671929584832-0.00033604524462271725j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.006831194557576078-0.000899742218868993j),(0.004516591961054089-0.0002296521817244525j),(0.021311215062165448+0.00429651752751462j),(0.018442616611426856+0.001710826809923708j),(0.05475825865595259-0.0025767043090022977j),(0.05076006387252599+0.0004802500005748524j),(0.09689706537531584-0.0034030753580265374j),(0.09244854897928079-0.0020411332966751494j),(0.12084896019614787-0.0001637872376583002j),(0.12159477126353506+0.0014634532365222952j),(0.10872122088899124+0.002253539319893833j),(0.1133287830140216+0.0017005651761929658j),(0.0608537860739469+0.0016175087456588174j),(0.06532597750511465+0.0009404383697004296j),(0.0194914076072568+3.6334542841496697e-05j),(0.021178328870328934-0.0011310855092648772j),(0.003094028869007294-0.0002012952149130252j),(0.003485750693909523-0.000507143948462j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.01134781324696374-0.0011293575416610854j),(0.007356111365214631-0.0003759357512473567j),(0.032397906138517577+0.006383347131632954j),(0.02781165406870551+0.0021750624847770112j),(0.07770731100289562-0.004271128020352647j),(0.07236669788383664-0.001093839565226292j),(0.12155381099832767-0.004588369323135914j),(0.1192239196442402-0.00238219335163056j),(0.13119635016103573+0.00043156463695610554j),(0.13414699705761196+0.0019401847504179172j),(0.08790354201208556+0.0020147102803286603j),(0.09343128148157827+0.0017608574607491717j),(0.032748527670134246+0.0007975355955345286j),(0.03477994575849037-0.0008391792114154111j),(0.005889689326753638-0.00025546210701405265j),(0.006579738455796571-0.0007084332978121381j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.01870396705945542-0.00150523022489555j),(0.01225279454330185-0.0006623512706670279j),(0.04795707783587036+0.009220877811181239j),(0.0427650063797126+5.569938234921065e-05j),(0.10730995650363578-0.0054200477189534375j),(0.10176199611644901-0.0032277747905670473j),(0.14255405150849879-0.003630378470188192j),(0.1465655752248879+0.0027182086320156687j),(0.11877852903003847-0.00034542366926122205j),(0.1266378247750016+0.0030907408746189686j),(0.05469719816922632+0.0006855241904902385j),(0.056469005040187474+0.00025671960936120926j),(0.011059278680548689-0.00029814841463428235j),(0.012469350039444481-0.0009638811404239612j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.030956826251749076-0.0021674824881471183j),(0.021844011278443872+4.269625306481514e-05j),(0.06887851711457922+0.00923403174457333j),(0.06977904431298018-0.005093730719146417j),(0.13929417019869947-0.003553081495494219j),(0.1413670737967419+0.0010731091377079094j),(0.14775378713255424-0.001984029563121246j),(0.15887931389870938+0.0028497211554129017j),(0.08653772632641535-0.00010342043922128208j),(0.09134619354065368+0.0008448385292754492j),(0.01981976242054394+9.793587407512524e-05j),(0.02352849576015388-0.0012619957708068462j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05280093836489007-0.0021246189759581953j),(0.03679322714658399+0.0019788016318699917j),(0.1018650079402413+0.0021616580038143797j),(0.11168872365818015-0.00385548128976262j),(0.16897421132675952+0.0013767422592408413j),(0.18040615387232875+0.003251477314191776j),(0.1262285415282311-0.0023847862971379157j),(0.14145231471607583-0.0018454853887416198j),(0.03643152159356783+0.002588041735072291j),(0.04334804292243438-0.0011640447353986627j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08959437898620602-0.00014550561157613152j),(0.04953594669782951+0.006648530589169642j),(0.16401947482490165-0.008342367483335472j),(0.16262459646236188+0.012313393809362246j),(0.18675804777574495-0.007684845399386407j),(0.1936672962750562-0.017589297468368355j),(0.07401414783456454+0.013360670391172539j),(0.0797791395963334+0.0014238651871228687j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.13913065515817857+0.006503493340131098j),(0.08328225205508416+0.01343965242787266j),(0.24336461466076414-0.009468985738725075j),(0.23256067243792977-0.04903403599437452j),(0.14786644830412768+0.023762135945000026j),(0.1537919992963863+0.014784324430770036j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.2224129743074781+0.01994404115375769j),(0.19557867673302004-0.03635769913160751j),(0.2803489379839376-0.02214190687613666j),(0.30165540993681167+0.03854699519410919j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.4179924259336615-0.016411751104969063j),(0.5820024414238413+0.016408583221258273j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
