-12.0,-11.5,-11.0,-10.5,-10.0,-9.5,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.00038919313396055074+0.004380376281687457j),(0.0008670054669492554+0.0017388415447956317j),(0.00996946163096956+0.009839055962911236j),(0.006244205410044857+0.00303662656245019j),(0.021846222489971163+0.00887816641498243j),(0.014759105034583511+0.002398275327842263j),(0.0369038495872176+0.006951828127023528j),(0.02686470752293089-0.0005619201962055049j),(0.052708450845846896+0.0018388237972660857j),(0.040723958206167345-0.005689410675513522j),(0.06432551510735038-0.0047525205624727685j),(0.05406262854502432-0.011568201556296882j),(0.06988465072442937-0.009964355303833602j),(0.06421131368431374-0.015660068926680253j),(0.06897736663779706-0.011531042610619706j),(0.06996467892790005-0.015242877416193106j),(0.062376174581949904-0.008835886964174058j),(0.07087035633658864-0.010334591218252772j),(0.051229527809445695-0.002832757970504669j),(0.06442038911123137-0.0022111649020873413j),(0.03724719477419435+0.004174795582045435j),(0.05076250327611383+0.009764261795797397j),(0.02228770636632637+0.00873503879979276j),(0.03588008049155564+0.019537196087936047j),(0.0085735404361206+0.00897579589763755j),(0.016957065372415547+0.017158882896250928j),(0.00026371520121419535+0.0062354743234183385j),(-0.007969472313036671+0.014185872501477388j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.00047779147969131676+0.006119236145851902j),(0.0015583503924033926+0.0021075247359606825j),(0.014655287695311506+0.010768294419260978j),(0.008310294492215962+0.0026615433346535494j),(0.02829512144223169+0.00861513871436697j),(0.018403667404092394+0.0010312774495115952j),(0.04484777794709104+0.004820294084123028j),(0.03185361847046455-0.0032572438320302042j),(0.06061789879148588-0.002426862328958805j),(0.04653658105611134-0.00933735799651586j),(0.07043627451055369-0.009767607197371119j),(0.05970196205391824-0.014982656645006807j),(0.07297863296264273-0.01379422737506645j),(0.06941782360234017-0.017009233192095286j),(0.06866978930038994-0.012682749931201104j),(0.07434712094674563-0.01450930466887475j),(0.05866791232259287-0.006833020896838851j),(0.07101877271921969-0.007382718952875112j),(0.04466559970967649+0.0013574888048349398j),(0.05964039107557896+0.006056855862967918j),(0.028369438632711262+0.007882369428407454j),(0.04593343609821416+0.018151213905944756j),(0.012234483206457841+0.010121020551296867j),(0.023922287275481402+0.017918459666965574j),(0.0016083097655041532+0.008216084471037692j),(-0.007705635618462636+0.020421505854281468j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0020361177497984387+0.008226789166603536j),(0.002452679568021587+0.0024794250513803765j),(0.020512871561058705+0.010950575286343208j),(0.010550469026239412+0.0022488563989130363j),(0.036148366865800495+0.00739784933780022j),(0.022462967318843848-0.0004319358345837408j),(0.053872519808060904+0.0015128306401547586j),(0.03741575798975586-0.005782519487329476j),(0.06859766665644867-0.0074183543826733915j),(0.05317176360679944-0.012153269727148079j),(0.07561703455042686-0.014430695626781176j),(0.0670419698501959-0.01677432855777046j),(0.07445296901207854-0.01594399555555695j),(0.07642652748500861-0.017660312245770315j),(0.0662863724445755-0.011194328971831667j),(0.07687891134351592-0.012728384807192726j),(0.05278997452583748-0.002337648970837894j),(0.0688234379757395+0.0011764182472025957j),(0.03548273494280989+0.006238139036121352j),(0.05730143991215358+0.014958234613669127j),(0.017001585464528804+0.011075339330317412j),(0.032365411744795194+0.017467997462364507j),(0.0037912940683018335+0.010571321970567864j),(-0.0060971326332693206+0.028637776700168937j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.00448876907777507+0.010706255966978318j),(0.0036451312588225496+0.002984591781890427j),(0.027418149142786872+0.010215056743596358j),(0.013403170801412533+0.0021532391921352265j),(0.04520816917547762+0.004813136014944192j),(0.027527843613371124-0.0016144725309910344j),(0.0634396058514229-0.0032020663802755926j),(0.04469305534131149-0.007629332390198648j),(0.07597284988314981-0.012809218009171222j),(0.06258751146333136-0.014291256487320627j),(0.079223955108545-0.017887550545827385j),(0.07676203303445493-0.01920001286080965j),(0.0738243911762114-0.015475518726188627j),(0.08163071176042636-0.01776448591921773j),(0.0614977883495264-0.006826830184807346j),(0.07794436215103541-0.00483657654913108j),(0.04366929910399464+0.003675606865727866j),(0.06965638675448488+0.00952077263449246j),(0.02312795448692416+0.011675582586267805j),(0.042205033728599246+0.01528888456633666j),(0.007161814237735492+0.013254278473751232j),(-0.00230554469542226+0.0392093068280423j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.00813386618897593+0.013690909925790064j),(0.005490394405474441+0.003754202137713029j),(0.03533082720645677+0.008614443553157254j),(0.017790634234204877+0.002406228370613164j),(0.0549454751157603+0.0007932048256609261j),(0.035000020487574196-0.0024659310594000406j),(0.07270611048869206-0.008883838120858025j),(0.05577143024768306-0.009898108016527898j),(0.08202000478784935-0.01752227093261463j),(0.07485439380215095-0.018656617288037167j),(0.08086939863649398-0.01889177454281487j),(0.0848001754522056-0.021874228172684234j),(0.07063903278843672-0.01181410356599466j),(0.08647801171470955-0.011799075993372616j),(0.052964470826386584+0.00013597951027711187j),(0.08241024021208458+0.0014880672312109343j),(0.030915622545701012+0.011708287424837413j),(0.05315950340636612+0.01083172045032732j),(0.012173216166024643+0.01613258768929481j),(0.004856701319773164+0.05246380204200502j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.01362422021586287+0.017445208866644645j),(0.008684858393702028+0.004687838424940281j),(0.04443653378320666+0.006333437168531426j),(0.025037645237042973+0.0022958376127990383j),(0.06490831242487863-0.003967486497122518j),(0.04671629569282031-0.004852318584722097j),(0.08125891059576217-0.014211417922631751j),(0.0699431636240458-0.01603639198366344j),(0.08663172445981054-0.020139093475244077j),(0.08563855088344853-0.02435542762752207j),(0.08004850187257892-0.016599669754824666j),(0.09367057279888788-0.019293152923788404j),(0.06344689925671683-0.004319667606180814j),(0.09464556050391588-0.009270142979046202j),(0.040729329718295626+0.010894166867211083j),(0.06467595655940585+0.00360056090486299j),(0.019398742450222686+0.018939352557946394j),(0.017030533928537657+0.06859659012227516j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.02230904184319547+0.02213320261658091j),(0.014246545983466882+0.004990809068878162j),(0.055227801658563135+0.0036394054892784347j),(0.03606487794739193-0.0005171461610670933j),(0.07556078894583172-0.008301583347369355j),(0.06122910173543107-0.012307171431992005j),(0.08957702372700668-0.017924462643400196j),(0.08284892904537718-0.02468879485457359j),(0.08944230946884016-0.01976042876515119j),(0.09834202281923107-0.026496875883420184j),(0.07537756690502863-0.009395540822029189j),(0.10505999454403563-0.022443720450351732j),(0.0530326356864969+0.00885391035777575j),(0.07586302920604501-0.006707308481223593j),(0.02954163343271088+0.02120208882364189j),(0.036430134253718896+0.08753608445010025j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.036555587303546855+0.027124248491331153j),(0.02261702248149726+0.0024097235326240403j),(0.06867636418959097+0.0007136611411343446j),(0.0486817995163391-0.008888243960850922j),(0.08810951843280722-0.011719916700819094j),(0.07446220908851671-0.02313121617720091j),(0.09778383113792302-0.019310556160101234j),(0.09849546657853037-0.032087715410100394j),(0.08928941966823892-0.014169148561862861j),(0.11193979257567481-0.036911441078051055j),(0.06849791492354368+0.005072254973582324j),(0.08545538507788444-0.019991397152667345j),(0.04343942930873412+0.02213832697289735j),(0.06597293271190365+0.10873818888287881j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05917269262342994+0.029534288242163458j),(0.031320500702560455-0.005559604641620067j),(0.08603894222874003-0.002614130244118929j),(0.059274769590597326-0.020754178438710816j),(0.10329807111529077-0.014096821190934264j),(0.0906553387353741-0.03458546398313164j),(0.10562446838344114-0.01681242150751306j),(0.11298625094812714-0.05006200514951179j),(0.08824302916457569-0.001018333694644053j),(0.09187172346893248-0.03542962839187291j),(0.06208048723653593+0.02051127983626251j),(0.10941390551541083+0.1308762998360285j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0904933889231031+0.023975058195822168j),(0.03634569667214118-0.016840100850347827j),(0.1089693091514213-0.006527917642743047j),(0.0714392287330776-0.03333630763352075j),(0.12251465507150638-0.015345727337817347j),(0.104743166202805-0.05767869277219674j),(0.11386744567452375-0.009195195678353058j),(0.09343383473106208-0.05095509622572575j),(0.08667960801096479+0.014508658307267394j),(0.1714963898492618+0.1513869664752079j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.12683941744080773+0.007135378914996359j),(0.04014104930348816-0.02676784622181698j),(0.1402681339927504-0.013096176449613915j),(0.08251729831451038-0.054183952623815604j),(0.1447400297897572-0.018839646570971577j),(0.08857232493276741-0.062037663302256074j),(0.11872743316140154+0.0018899671535700553j),(0.25817854663526457+0.1658943600162269j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
